funding_category,interim_spending_deadline,project_description,final_spending_deadline,project_name,date_funds_awarded_by_fed_state,displaced_city_funding,rank,dense_rank
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
Infrastructure,2011-03-17 00:00:00,Refrigerators.,2012-03-17 00:00:00,Energy Efficient Refrigerator Replacement at various locations,2009-03-18 00:00:00,0.0,1,1
